city,date,gender,match_referees,tv_umpires,first_umpire,second_umpire,win_by,win_with,result,player_of_match,team_1,team_2,elected_first,toss_winner,venue,mergeid
Chattogram,2019-09-20,male,BC Broad,Gazi Sohel,Sharfuddoula,Tanvir Ahmed,wickets,7.0,Zimbabwe,['CB Mpofu'],Afghanistan,Zimbabwe,bat,Afghanistan,Zahur Ahmed Chowdhury Stadium,31224231224
Chattogram,2019-09-21,male,BC Broad,Sharfuddoula,Masudur Rahman,Gazi Sohel,wickets,4.0,Bangladesh,['Shakib Al Hasan'],Bangladesh,Afghanistan,field,Bangladesh,Zahur Ahmed Chowdhury Stadium,31225231225
Incheon,2019-09-19,female,,,Ryu Roni,Shahid Gill,runs,12.0,Japan,['S Miyaji'],South Korea,Japan,field,South Korea,Yeonhui Cricket Ground,31226231226
Incheon,2019-09-19,female,,,Ryu Roni,Shahid Gill,runs,5.0,Hong Kong,['KY Chan'],China,Hong Kong,bat,Hong Kong,Yeonhui Cricket Ground,31227231227
Incheon,2019-09-20,female,,,Ryu Roni,Shahid Gill,wickets,2.0,Japan,['N Tokizawa'],Hong Kong,Japan,bat,Hong Kong,Yeonhui Cricket Ground,31228231228
Incheon,2019-09-20,female,,,Ryu Roni,Shahid Gill,runs,81.0,China,['F Song'],South Korea,China,field,South Korea,Yeonhui Cricket Ground,31229231229
Incheon,2019-09-22,female,,,Ryu Roni,Shahid Gill,runs,14.0,China,['Sun Meng Yao'],China,Hong Kong,field,Hong Kong,Yeonhui Cricket Ground,31230231230
Hamilton,2019-08-18,male,Reon King,,N Duguid,H Grewal,runs,6.0,Bermuda,['DMW Rawlins'],Bermuda,United States of America,bat,Bermuda,"White Hill Field, Sandys Parish",31231231231
Hamilton,2019-08-18,male,Reon King,,JM Williams,Emmerson Carrington,runs,84.0,Canada,['Ravinderpal Singh'],Canada,Cayman Islands,bat,Canada,"White Hill Field, Sandys Parish",31232231232
Hamilton,2019-08-19,male,Reon King,,N Duguid,JM Williams,,,no result,,Bermuda,Canada,bat,Bermuda,National Stadium,31233231233
Hamilton,2019-08-19,male,Reon King,,Emmerson Carrington,H Grewal,runs,10.0,United States of America,,Cayman Islands,United States of America,field,United States of America,National Stadium,31234231234
Hamilton,2019-08-21,male,Reon King,,JM Williams,H Grewal,wickets,6.0,Bermuda,,Bermuda,Cayman Islands,bat,Cayman Islands,"White Hill Field, Sandys Parish",31235231235
Hamilton,2019-08-21,male,Reon King,,N Duguid,Emmerson Carrington,wickets,4.0,Canada,['NS Dhaliwal'],Canada,United States of America,bat,United States of America,"White Hill Field, Sandys Parish",31236231236
Hamilton,2019-08-22,male,Reon King,,N Duguid,Emmerson Carrington,wickets,8.0,Canada,['NS Dhaliwal'],Canada,Cayman Islands,field,Canada,"White Hill Field, Sandys Parish",31237231237
Hamilton,2019-08-22,male,Reon King,,JM Williams,H Grewal,wickets,4.0,Bermuda,['DAP Darrell'],United States of America,Bermuda,field,Bermuda,Bermuda National Stadium,31238231238
Hamilton,2019-08-24,male,Reon King,,Emmerson Carrington,H Grewal,wickets,9.0,United States of America,['SR Taylor'],Cayman Islands,United States of America,bat,Cayman Islands,"White Hill Field, Sandys Parish",31239231239
Hamilton,2019-08-25,male,Reon King,,JM Williams,Emmerson Carrington,runs,15.0,Canada,['Ravinderpal Singh'],Canada,United States of America,field,United States of America,"White Hill Field, Sandys Parish",31240231240
Hamilton,2019-08-25,male,Reon King,,N Duguid,H Grewal,wickets,6.0,Bermuda,['AC Douglas'],Bermuda,Cayman Islands,bat,Cayman Islands,"White Hill Field, Sandys Parish",31241231241
Windhoek,2019-08-19,male,,,Marthinus Louw,C Thorburn,runs,93.0,Namibia,['CG Williams'],Namibia,Botswana,field,Botswana,United Cricket Club Ground,31242231242
Windhoek,2019-08-20,male,,,A Louw,Claus Schumacher,runs,124.0,Namibia,['JP Kotze'],Namibia,Botswana,field,Botswana,United Cricket Club Ground,31243231243
Windhoek,2019-08-22,male,,,Marthinus Louw,C Thorburn,runs,78.0,Namibia,['SJ Baard'],Namibia,Botswana,bat,Namibia,United Cricket Club Ground,31244231244
Windhoek,2019-08-23,male,,,JJ Luck,Marthinus Louw,wickets,8.0,Namibia,['MG Erasmus'],Namibia,Botswana,bat,Botswana,United Cricket Club Ground,31245231245
Al Amarat,2019-10-05,male,WC Labrooy,,Vinod Babu,Rashid Riaz,wickets,6.0,Ireland,,Ireland,Netherlands,field,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31246231246
Al Amarat,2019-10-06,male,WC Labrooy,,Harikrishna Pillai,Rashid Riaz,runs,43.0,Oman,,Oman,Ireland,field,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31247231247
Al Amarat,2019-10-06,male,WC Labrooy,,Rahul Asher,Rashid Riaz,wickets,4.0,Nepal,,Hong Kong,Nepal,field,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31248231248
Al Amarat,2019-10-07,male,WC Labrooy,,Vinod Babu,Rashid Riaz,wickets,4.0,Nepal,,Nepal,Netherlands,field,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31249231249
Al Amarat,2019-10-07,male,WC Labrooy,,Harikrishna Pillai,Rashid Riaz,runs,66.0,Ireland,,Hong Kong,Ireland,bat,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31250231250
Al Amarat,2019-10-09,male,WC Labrooy,,Rahul Asher,Vinod Babu,runs,13.0,Ireland,,Ireland,Nepal,bat,Ireland,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31251231251
Al Amarat,2019-10-09,male,WC Labrooy,,Harikrishna Pillai,Rahul Asher,wickets,7.0,Oman,,Oman,Netherlands,bat,Netherlands,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31252231252
Al Amarat,2019-10-10,male,WC Labrooy,,Harikrishna Pillai,Vinod Babu,runs,37.0,Netherlands,,Hong Kong,Netherlands,field,Hong Kong,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31253231253
Al Amarat,2019-10-10,male,WC Labrooy,,Rahul Asher,Vinod Babu,wickets,6.0,Oman,,Oman,Nepal,field,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),31254231254
Singapore,2019-08-28,female,,,Pramesh Parab,Sathish Balasubramaniam,runs,22.0,Malaysia,['Ainna Hamizah Hashim'],Singapore,Malaysia,field,Singapore,Indian Association Ground,31255231255
Singapore,2019-08-29,female,,,Ravi Putcha,T Senthil Kumar,wickets,9.0,Malaysia,['WA Duraisingam'],Singapore,Malaysia,bat,Singapore,Indian Association Ground,31256231256
Singapore,2019-08-30,female,,,Dharmalngam Suresh,Foyes Ahmed,runs,30.0,Malaysia,['WA Duraisingam'],Singapore,Malaysia,bat,Malaysia,Indian Association Ground,31257231257
Southampton,2020-09-04,male,BC Broad,DJ Millns,MJ Saggers,AG Wharf,runs,2.0,England,['DJ Malan'],England,Australia,field,Australia,The Rose Bowl,31258231258
Southampton,2020-09-06,male,BC Broad,MJ Saggers,M Burns,DJ Millns,wickets,6.0,England,['JC Buttler'],Australia,England,bat,Australia,The Rose Bowl,31259231259
Southampton,2020-09-08,male,BC Broad,DJ Millns,MJ Saggers,AG Wharf,wickets,5.0,Australia,['MR Marsh'],England,Australia,field,Australia,The Rose Bowl,31260231260
Manchester,2020-08-28,male,Wayne Noon,MJ Saggers,AG Wharf,M Burns,,,no result,,England,Pakistan,field,Pakistan,Old Trafford,31261231261
Manchester,2020-08-30,male,Wayne Noon,M Burns,MJ Saggers,DJ Millns,wickets,5.0,England,['EJG Morgan'],Pakistan,England,field,England,Old Trafford,31262231262
Manchester,2020-09-01,male,Wayne Noon,AG Wharf,M Burns,DJ Millns,runs,5.0,Pakistan,['Mohammad Hafeez'],Pakistan,England,field,England,Old Trafford,31263231263
Bridgetown,2019-09-14,female,Reon King,,Jonathan Blades,Verdayne Smith,wickets,6.0,Australia,['MM Lanning'],West Indies,Australia,bat,West Indies,"Kensington Oval, Barbados",31264231264
Bridgetown,2019-09-16,female,Reon King,,Christopher Taylor,Verdayne Smith,wickets,9.0,Australia,['AJ Healy'],West Indies,Australia,field,Australia,"Kensington Oval, Barbados",31265231265
Bridgetown,2019-09-18,female,Reon King,,Christopher Taylor,Jonathan Blades,wickets,9.0,Australia,['JL Jonassen'],West Indies,Australia,bat,West Indies,"Kensington Oval, Barbados",31266231266
Surat,2019-09-24,female,GS Lakshmi,YC Barde,J Madanagopal,Chirra Ravikanthreddy,runs,11.0,India,['DB Sharma'],India,South Africa,field,South Africa,Lalabhai Contractor Stadium,31267231267
Surat,2019-10-01,female,GS Lakshmi,J Madanagopal,Chirra Ravikanthreddy,YC Barde,runs,51.0,India,['Poonam Yadav'],India,South Africa,field,South Africa,Lalabhai Contractor Stadium,31268231268
Surat,2019-10-04,female,GS Lakshmi,J Madanagopal,YC Barde,Chirra Ravikanthreddy,runs,105.0,South Africa,['L Lee'],India,South Africa,bat,South Africa,Lalabhai Contractor Stadium,31269231269
Lahore,2019-10-05,male,DC Boon,Shozab Raza,Aleem Dar,Ahsan Raza,runs,64.0,Sri Lanka,['MD Gunathilaka'],Pakistan,Sri Lanka,field,Pakistan,Gaddafi Stadium,31270231270
Lahore,2019-10-07,male,DC Boon,,Asif Yaqoob,Aleem Dar,runs,35.0,Sri Lanka,['PBB Rajapaksa'],Pakistan,Sri Lanka,bat,Sri Lanka,Gaddafi Stadium,31271231271
Lahore,2019-10-09,male,DC Boon,Asif Yaqoob,Shozab Raza,Aleem Dar,runs,13.0,Sri Lanka,['PWH de Silva'],Pakistan,Sri Lanka,bat,Sri Lanka,Gaddafi Stadium,31272231272
Dubai,2019-10-18,male,GH Pienaar,,Ahsan Raza,R Black,runs,2.0,Singapore,['S Vijayakumar'],Scotland,Singapore,field,Scotland,ICC Academy,31273231273
Abu Dhabi,2019-10-18,male,GS Lakshmi,,SJ Nogajski,S Ravi,wickets,8.0,Ireland,['PR Stirling'],Hong Kong,Ireland,bat,Hong Kong,Sheikh Zayed Stadium,31274231274
Dubai,2019-10-18,male,GH Pienaar,,CM Brown,RR Wimalasiri,runs,30.0,Netherlands,"[""MP O'Dowd""]",Kenya,Netherlands,bat,Netherlands,ICC Academy,31275231275
Abu Dhabi,2019-10-18,male,JJ Crowe,,A Paleker,AG Wharf,wickets,7.0,Oman,['Fayyaz Butt'],United Arab Emirates,Oman,field,Oman,Sheikh Zayed Stadium,31276231276
Dubai,2019-10-19,male,GH Pienaar,,CM Brown,R Black,wickets,10.0,Papua New Guinea,['N Vanua'],Bermuda,Papua New Guinea,field,Papua New Guinea,ICC Academy,31277231277
Abu Dhabi,2019-10-19,male,JJ Crowe,,LE Hannibal,AG Wharf,runs,69.0,Jersey,['JW Jenner'],Jersey,Nigeria,bat,Jersey,Sheikh Zayed Stadium,31278231278
Dubai,2019-10-19,male,GH Pienaar,,Sharfuddoula,RR Wimalasiri,runs,44.0,Netherlands,['RN ten Doeschate'],Namibia,Netherlands,bat,Netherlands,ICC Academy,31279231279
Dubai,2019-10-19,male,GS Lakshmi,,Ahmed Shah Pakteen,Ahsan Raza,runs,31.0,Scotland,['RD Berrington'],Kenya,Scotland,bat,Scotland,ICC Academy Ground No 2,31280231280
Abu Dhabi,2019-10-19,male,JJ Crowe,,SJ Nogajski,Rashid Riaz,wickets,5.0,United Arab Emirates,['Rohan Mustafa'],United Arab Emirates,Ireland,field,United Arab Emirates,Sheikh Zayed Stadium,31281231281
Dubai,2019-10-20,male,GS Lakshmi,,Ahmed Shah Pakteen,R Black,runs,81.0,Papua New Guinea,['A Vala'],Namibia,Papua New Guinea,bat,Papua New Guinea,ICC Academy Ground No 2,31282231282
Abu Dhabi,2019-10-20,male,JJ Crowe,,LE Hannibal,Rashid Riaz,runs,53.0,Canada,['NR Kumar'],Canada,Jersey,field,Jersey,Tolerance Oval,31283231283
Dubai,2019-10-20,male,GS Lakshmi,,CM Brown,Sharfuddoula,wickets,5.0,Singapore,['NMS Param'],Bermuda,Singapore,bat,Bermuda,ICC Academy Ground No 2,31284231284
Abu Dhabi,2019-10-20,male,GH Pienaar,,A Paleker,S Ravi,wickets,7.0,Oman,['Aamir Kaleem'],Hong Kong,Oman,field,Oman,Sheikh Zayed Stadium,31285231285
Dubai,2019-10-21,male,JJ Crowe,,Ahsan Raza,Sharfuddoula,runs,4.0,Scotland,['Hamza Tahir'],Papua New Guinea,Scotland,bat,Scotland,ICC Academy,31286231286
Abu Dhabi,2019-10-21,male,GS Lakshmi,,AG Wharf,S Ravi,wickets,8.0,United Arab Emirates,['Rameez Shahzad'],United Arab Emirates,Hong Kong,bat,Hong Kong,Sheikh Zayed Stadium,31287231287
Abu Dhabi,2019-10-21,male,GH Pienaar,,A Paleker,SJ Nogajski,runs,35.0,Ireland,['GJ Delany'],Ireland,Oman,field,Oman,Tolerance Oval,31288231288
Dubai,2019-10-21,male,JJ Crowe,,Ahmed Shah Pakteen,RR Wimalasiri,runs,45.0,Kenya,['DM Gondaria'],Bermuda,Kenya,bat,Kenya,ICC Academy,31289231289
Abu Dhabi,2019-10-21,male,GS Lakshmi,,LE Hannibal,Rashid Riaz,runs,50.0,Canada,['NR Kumar'],Canada,Nigeria,bat,Canada,Sheikh Zayed Stadium,31290231290
Dubai,2019-10-22,male,JJ Crowe,,CM Brown,SJ Nogajski,runs,24.0,Namibia,['JJ Smit'],Namibia,Scotland,bat,Namibia,ICC Academy,31291231291
Dubai,2019-10-22,male,JJ Crowe,,Ahsan Raza,R Black,wickets,5.0,Netherlands,['RE van der Merwe'],Netherlands,Singapore,bat,Singapore,ICC Academy,31292231292
Abu Dhabi,2019-10-22,male,GS Lakshmi,,Sharfuddoula,Ahmed Shah Pakteen,runs,35.0,Jersey,['B Ward'],United Arab Emirates,Jersey,bat,Jersey,Tolerance Oval,31293231293
Dubai,2019-10-23,male,JJ Crowe,,A Paleker,Ahsan Raza,wickets,6.0,Namibia,['BM Scholtz'],Bermuda,Namibia,field,Namibia,ICC Academy Ground No 2,31294231294
Abu Dhabi,2019-10-23,male,GS Lakshmi,,Sharfuddoula,Rashid Riaz,wickets,7.0,Oman,['Aamir Kaleem'],Nigeria,Oman,bat,Nigeria,Tolerance Oval,31295231295
Dubai,2019-10-23,male,JJ Crowe,,R Black,AG Wharf,wickets,7.0,Kenya,['IA Karim'],Kenya,Singapore,bat,Singapore,ICC Academy Ground No 2,31296231296
Abu Dhabi,2019-10-23,male,GH Pienaar,,Ahmed Shah Pakteen,LE Hannibal,runs,10.0,Canada,['NR Kumar'],Canada,Ireland,bat,Canada,Sheikh Zayed Stadium,31297231297
Abu Dhabi,2019-10-23,male,GH Pienaar,,RR Wimalasiri,S Ravi,runs,8.0,Hong Kong,['SS McKechnie'],Hong Kong,Jersey,bat,Hong Kong,Sheikh Zayed Stadium,31298231298
Dubai,2019-10-24,male,GS Lakshmi,,AG Wharf,SJ Nogajski,wickets,5.0,Papua New Guinea,,Netherlands,Papua New Guinea,bat,Netherlands,ICC Academy,31299231299
Abu Dhabi,2019-10-24,male,GH Pienaar,,LE Hannibal,S Ravi,wickets,5.0,United Arab Emirates,['Zawar Farid'],United Arab Emirates,Nigeria,field,United Arab Emirates,Tolerance Oval,31300231300
Abu Dhabi,2019-10-24,male,GH Pienaar,,RR Wimalasiri,Rashid Riaz,runs,32.0,Hong Kong,['KD Shah'],Canada,Hong Kong,bat,Hong Kong,Tolerance Oval,31301231301
Dubai,2019-10-24,male,GS Lakshmi,,CM Brown,A Paleker,runs,46.0,Scotland,['CS MacLeod'],Bermuda,Scotland,field,Bermuda,Dubai International Cricket Stadium,31302231302
Dubai,2019-10-25,male,GH Pienaar,,A Paleker,SJ Nogajski,runs,43.0,Papua New Guinea,['D Ravu'],Papua New Guinea,Singapore,field,Singapore,Dubai International Cricket Stadium,31303231303
Abu Dhabi,2019-10-25,male,JJ Crowe,,RR Wimalasiri,Ahsan Raza,wickets,8.0,Ireland,['MR Adair'],Ireland,Jersey,field,Ireland,Tolerance Oval,31304231304
Dubai,2019-10-25,male,GH Pienaar,,LE Hannibal,AG Wharf,runs,87.0,Namibia,['MG Erasmus'],Kenya,Namibia,bat,Namibia,Dubai International Cricket Stadium,31305231305
Abu Dhabi,2019-10-25,male,JJ Crowe,,Sharfuddoula,R Black,wickets,8.0,Oman,['Jatinder Singh'],Canada,Oman,bat,Canada,Sheikh Zayed Stadium,31306231306
Abu Dhabi,2019-10-26,male,JJ Crowe,,CM Brown,Ahmed Shah Pakteen,wickets,8.0,Ireland,['CA Young'],Ireland,Nigeria,bat,Nigeria,Sheikh Zayed Stadium,31307231307
Dubai,2019-10-26,male,GS Lakshmi,,Rashid Riaz,S Ravi,runs,92.0,Netherlands,['CN Ackermann'],Bermuda,Netherlands,bat,Netherlands,Dubai International Cricket Stadium,31308231308
Dubai,2019-10-26,male,GS Lakshmi,,LE Hannibal,SJ Nogajski,runs,87.0,Namibia,['MG Erasmus'],Namibia,Singapore,field,Singapore,Dubai International Cricket Stadium,31309231309
Dubai,2019-10-27,male,GS Lakshmi,,AG Wharf,S Ravi,runs,45.0,Papua New Guinea,['N Vanua'],Kenya,Papua New Guinea,field,Kenya,Dubai International Cricket Stadium,31310231310
Abu Dhabi,2019-10-27,male,JJ Crowe,,Sharfuddoula,RR Wimalasiri,wickets,5.0,Hong Kong,['Mohammad Ghazanfar'],Hong Kong,Nigeria,bat,Nigeria,Tolerance Oval,31311231311
Abu Dhabi,2019-10-27,male,GH Pienaar,,CM Brown,R Black,runs,14.0,Jersey,,Jersey,Oman,field,Oman,Sheikh Zayed Stadium,31312231312
Dubai,2019-10-27,male,GS Lakshmi,,A Paleker,Rashid Riaz,wickets,4.0,Netherlands,['PM Seelaar'],Netherlands,Scotland,field,Netherlands,Dubai International Cricket Stadium,31313231313
Abu Dhabi,2019-10-27,male,GH Pienaar,,Ahmed Shah Pakteen,Ahsan Raza,runs,14.0,United Arab Emirates,['Muhammad Usman'],United Arab Emirates,Canada,field,Canada,Sheikh Zayed Stadium,31314231314
Dubai,2019-10-29,male,GH Pienaar,,LE Hannibal,R Black,wickets,8.0,Netherlands,['BD Glover'],United Arab Emirates,Netherlands,bat,United Arab Emirates,Dubai International Cricket Stadium,31315231315
Dubai,2019-10-29,male,GS Lakshmi,,CM Brown,S Ravi,runs,54.0,Namibia,['JJ Smit'],Namibia,Oman,bat,Namibia,Dubai International Cricket Stadium,31316231316
Dubai,2019-10-30,male,JJ Crowe,,Ahsan Raza,AG Wharf,runs,90.0,Scotland,['HG Munsey'],United Arab Emirates,Scotland,bat,Scotland,Dubai International Cricket Stadium,31317231317
Dubai,2019-10-30,male,JJ Crowe,,A Paleker,SJ Nogajski,runs,12.0,Oman,['Jatinder Singh'],Hong Kong,Oman,bat,Oman,Dubai International Cricket Stadium,31318231318
Dubai,2019-10-31,male,GH Pienaar,,RR Wimalasiri,Rashid Riaz,wickets,5.0,Scotland,['MH Cross'],Oman,Scotland,bat,Oman,ICC Academy,31319231319
Dubai,2019-11-01,male,GS Lakshmi,,Sharfuddoula,AG Wharf,runs,21.0,Netherlands,['RE van der Merwe'],Ireland,Netherlands,field,Ireland,Dubai International Cricket Stadium,31320231320
Dubai,2019-11-01,male,GH Pienaar,,A Paleker,SJ Nogajski,runs,18.0,Papua New Guinea,['N Vanua'],Namibia,Papua New Guinea,bat,Papua New Guinea,Dubai International Cricket Stadium,31321231321
Dubai,2019-11-02,male,JJ Crowe,,A Paleker,AG Wharf,runs,27.0,Ireland,['Simi Singh'],Ireland,Namibia,bat,Ireland,Dubai International Cricket Stadium,31322231322
Dubai,2019-11-02,male,JJ Crowe,,Ahsan Raza,SJ Nogajski,wickets,7.0,Netherlands,['BD Glover'],Netherlands,Papua New Guinea,bat,Papua New Guinea,Dubai International Cricket Stadium,31323231323
Dublin,2019-09-16,male,GH Pienaar,,DH Mclean,AJ Neill,runs,58.0,Scotland,['HG Munsey'],Netherlands,Scotland,field,Netherlands,"The Village, Malahide",31324231324
Dublin,2019-09-17,male,GH Pienaar,,Rizwan Akram,AJ Neill,wickets,4.0,Ireland,['A Balbirnie'],Ireland,Scotland,bat,Scotland,"The Village, Malahide",31325231325
Dublin,2019-09-18,male,GH Pienaar,,Rizwan Akram,DH Mclean,wickets,6.0,Netherlands,['BN Cooper'],Ireland,Netherlands,bat,Ireland,"The Village, Malahide",31326231326
Dublin,2019-09-19,male,GH Pienaar,,DH Mclean,AJ Neill,wickets,6.0,Scotland,,Netherlands,Scotland,bat,Netherlands,"The Village, Malahide",31327231327
Murcia,2019-10-25,male,,,,,wickets,8.0,Spain,,Spain,Portugal,field,Spain,La Manga Club Bottom Ground,31328231328
Murcia,2019-10-26,male,,,,,wickets,6.0,Portugal,,Gibraltar,Portugal,bat,Gibraltar,La Manga Club Bottom Ground,31329231329
Murcia,2019-10-26,male,,,,,wickets,8.0,Spain,,Spain,Gibraltar,field,Spain,La Manga Club Bottom Ground,31330231330
Murcia,2019-10-26,male,,,,,runs,29.0,Spain,,Spain,Portugal,field,Portugal,La Manga Club Bottom Ground,31331231331
Murcia,2019-10-27,male,,,,,wickets,6.0,Spain,,Spain,Gibraltar,field,Spain,La Manga Club Bottom Ground,31332231332
Singapore,2019-09-27,male,V Narayan Kutty,,Akbar Ali,A Natarajan,wickets,5.0,Zimbabwe,['R Mutumbami'],Nepal,Zimbabwe,bat,Nepal,Indian Association Ground,31333231333
Singapore,2019-09-28,male,V Narayan Kutty,,Akbar Ali,Hardeep Jadeja,wickets,9.0,Nepal,['P Khadka'],Singapore,Nepal,bat,Singapore,Indian Association Ground,31334231334
Singapore,2019-09-29,male,V Narayan Kutty,,Akbar Ali,B Manikandan,runs,4.0,Singapore,['SC Williams'],Singapore,Zimbabwe,bat,Singapore,Indian Association Ground,31335231335
Singapore,2019-10-01,male,V Narayan Kutty,,Akbar Ali,T Senthil Kumar,runs,40.0,Zimbabwe,['SC Williams'],Nepal,Zimbabwe,field,Nepal,Indian Association Ground,31336231336
Singapore,2019-10-03,male,V Narayan Kutty,,Hardeep Jadeja,A Natarajan,wickets,8.0,Zimbabwe,['PJ Moor'],Singapore,Zimbabwe,field,Zimbabwe,Indian Association Ground,31337231337
Kuala Lumpur,2019-09-29,male,Tan Kim Hing,,D Sevakumaran,Izmir Azraf,runs,17.0,Vanuatu,['J Rasu'],Malaysia,Vanuatu,bat,Vanuatu,Kinrara Academy Oval,31338231338
Kuala Lumpur,2019-10-01,male,Tan Kim Hing,,Rudy Ismandy,V Kalidas,runs,51.0,Vanuatu,['PK Matautaava'],Malaysia,Vanuatu,bat,Vanuatu,Kinrara Academy Oval,31339231339
Kuala Lumpur,2019-10-02,male,Tan Kim Hing,,Zaidan Taha,Mathan Kumar,runs,26.0,Malaysia,['N Nipiko'],Malaysia,Vanuatu,bat,Malaysia,Kinrara Academy Oval,31340231340
Kuala Lumpur,2019-10-03,male,B Ramani,,Rudy Ismandy,V Kalidas,wickets,6.0,Vanuatu,['J Rasu'],Malaysia,Vanuatu,bat,Malaysia,Kinrara Academy Oval,31341231341
Kuala Lumpur,2019-10-04,male,Ramesh Menon,,Rudy Ismandy,N Sivan,runs,22.0,Malaysia,['Syed Aziz'],Malaysia,Vanuatu,bat,Malaysia,Kinrara Academy Oval,31342231342
Indore,2020-01-07,male,DC Boon,Nitin Menon,C Shamshuddin,AK Chaudhary,wickets,7.0,India,['Navdeep Saini'],India,Sri Lanka,field,India,Holkar Cricket Stadium,31343231343
Pune,2020-01-10,male,DC Boon,C Shamshuddin,Nitin Menon,VK Sharma,runs,78.0,India,['SN Thakur'],India,Sri Lanka,field,Sri Lanka,Maharashtra Cricket Association Stadium,31344231344
Gros Islet,2019-11-09,female,Denavon Hayles,,JM Williams,Zahid Bassarath,runs,84.0,India,['Shafali Verma'],West Indies,India,field,West Indies,"Darren Sammy National Cricket Stadium, St Lucia",31345231345
Gros Islet,2019-11-10,female,Denavon Hayles,,PA Gustard,JM Williams,wickets,10.0,India,['DB Sharma'],West Indies,India,bat,West Indies,"Darren Sammy National Cricket Stadium, St Lucia",31346231346
Providence,2019-11-14,female,Reon King,,PA Gustard,Zahid Bassarath,wickets,7.0,India,['JI Rodrigues'],West Indies,India,bat,West Indies,"Providence Stadium, Guyana",31347231347
